dataset,truth_id,nick,strain,beta,seed_loc,loc_row,loc_name,country,week,week_date,truth_100k
real,tr00,real,,NaN,,66,Ontario,CA,39,2020-10-12,35
real,tr00,real,,NaN,,22,Estado de Mexico,MX,39,2020-10-12,16
real,tr00,real,,NaN,,55,New York,US,39,2020-10-12,48
real,tr00,real,,NaN,,84,Texas,US,40,2020-10-19,140
real,tr00,real,,NaN,,10,California,US,40,2020-10-19,76
real,tr00,real,,NaN,,66,Ontario,CA,40,2020-10-19,43
real,tr00,real,,NaN,,22,Estado de Mexico,MX,40,2020-10-19,17
real,tr00,real,,NaN,,55,New York,US,40,2020-10-19,60
real,tr00,real,,NaN,,84,Texas,US,41,2020-10-26,391
real,tr00,real,,NaN,,10,California,US,41,2020-10-26,77
real,tr00,real,,NaN,,66,Ontario,CA,41,2020-10-26,46
real,tr00,real,,NaN,,22,Estado de Mexico,MX,41,2020-10-26,17
real,tr00,real,,NaN,,55,New York,US,41,2020-10-26,74
real,tr00,real,,NaN,,84,Texas,US,42,2020-11-02,218
real,tr00,real,,NaN,,10,California,US,42,2020-11-02,108
real,tr00,real,,NaN,,66,Ontario,CA,42,2020-11-02,58
real,tr00,real,,NaN,,22,Estado de Mexico,MX,42,2020-11-02,20
real,tr00,real,,NaN,,55,New York,US,42,2020-11-02,111
real,tr00,real,,NaN,,84,Texas,US,43,2020-11-09,268
real,tr00,real,,NaN,,10,California,US,43,2020-11-09,154
real,tr00,real,,NaN,,66,Ontario,CA,43,2020-11-09,67
real,tr00,real,,NaN,,22,Estado de Mexico,MX,43,2020-11-09,20
real,tr00,real,,NaN,,55,New York,US,43,2020-11-09,162
real,tr00,real,,NaN,,84,Texas,US,44,2020-11-16,302
real,tr00,real,,NaN,,10,California,US,44,2020-11-16,222
real,tr00,real,,NaN,,66,Ontario,CA,44,2020-11-16,67
real,tr00,real,,NaN,,22,Estado de Mexico,MX,44,2020-11-16,26
real,tr00,real,,NaN,,55,New York,US,44,2020-11-16,189
real,tr00,real,,NaN,,84,Texas,US,45,2020-11-23,272
real,tr00,real,,NaN,,10,California,US,45,2020-11-23,252
real,tr00,real,,NaN,,66,Ontario,CA,45,2020-11-23,81
real,tr00,real,,NaN,,22,Estado de Mexico,MX,45,2020-11-23,32
real,tr00,real,,NaN,,55,New York,US,45,2020-11-23,239
real,tr00,real,,NaN,,84,Texas,US,46,2020-11-30,369
real,tr00,real,,NaN,,10,California,US,46,2020-11-30,416
real,tr00,real,,NaN,,66,Ontario,CA,46,2020-11-30,86
real,tr00,real,,NaN,,22,Estado de Mexico,MX,46,2020-11-30,46
real,tr00,real,,NaN,,55,New York,US,46,2020-11-30,333
real,tr00,real,,NaN,,84,Texas,US,47,2020-12-07,329
real,tr00,real,,NaN,,10,California,US,47,2020-12-07,576
real,tr00,real,,NaN,,66,Ontario,CA,47,2020-12-07,92
real,tr00,real,,NaN,,22,Estado de Mexico,MX,47,2020-12-07,53
real,tr00,real,,NaN,,55,New York,US,47,2020-12-07,357
real,tr00,real,,NaN,,84,Texas,US,48,2020-12-14,386
real,tr00,real,,NaN,,10,California,US,48,2020-12-14,778
real,tr00,real,,NaN,,66,Ontario,CA,48,2020-12-14,109
real,tr00,real,,NaN,,22,Estado de Mexico,MX,48,2020-12-14,54
real,tr00,real,,NaN,,55,New York,US,48,2020-12-14,357
real,tr00,real,,NaN,,84,Texas,US,49,2020-12-21,353
real,tr00,real,,NaN,,10,California,US,49,2020-12-21,663
real,tr00,real,,NaN,,66,Ontario,CA,49,2020-12-21,107
real,tr00,real,,NaN,,22,Estado de Mexico,MX,49,2020-12-21,49
real,tr00,real,,NaN,,55,New York,US,49,2020-12-21,382
real,tr00,real,,NaN,,84,Texas,US,50,2020-12-28,436
real,tr00,real,,NaN,,10,California,US,50,2020-12-28,671
real,tr00,real,,NaN,,66,Ontario,CA,50,2020-12-28,149
real,tr00,real,,NaN,,22,Estado de Mexico,MX,50,2020-12-28,51
real,tr00,real,,NaN,,55,New York,US,50,2020-12-28,480
real,tr00,real,,NaN,,84,Texas,US,51,2021-01-04,522
real,tr00,real,,NaN,,10,California,US,51,2021-01-04,746
real,tr00,real,,NaN,,66,Ontario,CA,51,2021-01-04,165
real,tr00,real,,NaN,,22,Estado de Mexico,MX,51,2021-01-04,68
real,tr00,real,,NaN,,55,New York,US,51,2021-01-04,566
real,tr00,real,,NaN,,84,Texas,US,52,2021-01-11,479
real,tr00,real,,NaN,,10,California,US,52,2021-01-11,631
real,tr00,real,,NaN,,66,Ontario,CA,52,2021-01-11,139
real,tr00,real,,NaN,,22,Estado de Mexico,MX,52,2021-01-11,70
