dataset,truth_id,nick,strain,beta,seed_loc,loc_row,loc_name,country,week,week_date,truth_100k
synth,tr05,tr05_ls_GA,ls,0.8,GA,55,New York,US,2,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,84,Texas,US,3,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,10,California,US,3,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,66,Ontario,CA,3,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,22,Estado de Mexico,MX,3,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,55,New York,US,3,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,84,Texas,US,4,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,10,California,US,4,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,66,Ontario,CA,4,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,22,Estado de Mexico,MX,4,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,55,New York,US,4,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,84,Texas,US,5,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,10,California,US,5,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,66,Ontario,CA,5,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,22,Estado de Mexico,MX,5,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,55,New York,US,5,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,84,Texas,US,6,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,10,California,US,6,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,66,Ontario,CA,6,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,22,Estado de Mexico,MX,6,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,55,New York,US,6,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,84,Texas,US,7,NaT,1
synth,tr05,tr05_ls_GA,ls,0.8,GA,10,California,US,7,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,66,Ontario,CA,7,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,22,Estado de Mexico,MX,7,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,55,New York,US,7,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,84,Texas,US,8,NaT,1
synth,tr05,tr05_ls_GA,ls,0.8,GA,10,California,US,8,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,66,Ontario,CA,8,NaT,1
synth,tr05,tr05_ls_GA,ls,0.8,GA,22,Estado de Mexico,MX,8,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,55,New York,US,8,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,84,Texas,US,9,NaT,1
synth,tr05,tr05_ls_GA,ls,0.8,GA,10,California,US,9,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,66,Ontario,CA,9,NaT,1
synth,tr05,tr05_ls_GA,ls,0.8,GA,22,Estado de Mexico,MX,9,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,55,New York,US,9,NaT,1
synth,tr05,tr05_ls_GA,ls,0.8,GA,84,Texas,US,10,NaT,1
synth,tr05,tr05_ls_GA,ls,0.8,GA,10,California,US,10,NaT,1
synth,tr05,tr05_ls_GA,ls,0.8,GA,66,Ontario,CA,10,NaT,1
synth,tr05,tr05_ls_GA,ls,0.8,GA,22,Estado de Mexico,MX,10,NaT,0
synth,tr05,tr05_ls_GA,ls,0.8,GA,55,New York,US,10,NaT,1
synth,tr05,tr05_ls_GA,ls,0.8,GA,84,Texas,US,11,NaT,2
synth,tr05,tr05_ls_GA,ls,0.8,GA,10,California,US,11,NaT,1
